,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,2.000000,1.000000,38.500000,66.000000,28.000000,3.000000,3.000000,0.000000,2.000000,5.000000,4.000000,4.000000,0.000000,0.000000,0.000000,3.000000,5.000000,45.000000,8.400000,0.000000,0.000000,0.000000
1,1.000000,1.000000,39.200000,88.000000,20.000000,0.000000,0.000000,4.000000,1.000000,3.000000,4.000000,2.000000,0.000000,0.000000,0.000000,4.000000,2.000000,50.000000,85.000000,2.000000,2.000000,0.000000
2,2.000000,1.000000,38.300000,40.000000,24.000000,1.000000,1.000000,3.000000,1.000000,3.000000,3.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,33.000000,6.700000,0.000000,0.000000,1.000000
3,1.000000,9.000000,39.100000,164.000000,84.000000,4.000000,1.000000,6.000000,2.000000,2.000000,4.000000,4.000000,1.000000,2.000000,5.000000,3.000000,0.000000,48.000000,7.200000,3.000000,5.300000,0.000000
4,2.000000,1.000000,37.300000,104.000000,35.000000,0.000000,0.000000,6.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,74.000000,7.400000,0.000000,0.000000,0.000000
5,2.000000,1.000000,0.000000,0.000000,0.000000,2.000000,1.000000,3.000000,1.000000,2.000000,3.000000,2.000000,2.000000,1.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000,1.000000
6,1.000000,1.000000,37.900000,48.000000,16.000000,1.000000,1.000000,1.000000,1.000000,3.000000,3.000000,3.000000,1.000000,1.000000,0.000000,3.000000,5.000000,37.000000,7.000000,0.000000,0.000000,1.000000
7,1.000000,1.000000,0.000000,60.000000,0.000000,3.000000,0.000000,0.000000,1.000000,0.000000,4.000000,2.000000,2.000000,1.000000,0.000000,3.000000,4.000000,44.000000,8.300000,0.000000,0.000000,0.000000
8,2.000000,1.000000,0.000000,80.000000,36.000000,3.000000,4.000000,3.000000,1.000000,4.000000,4.000000,4.000000,2.000000,1.000000,0.000000,3.000000,5.000000,38.000000,6.200000,0.000000,0.000000,0.000000
9,2.000000,9.000000,38.300000,90.000000,0.000000,1.000000,0.000000,1.000000,1.000000,5.000000,3.000000,1.000000,2.000000,1.000000,0.000000,3.000000,0.000000,40.000000,6.200000,1.000000,2.200000,1.000000
10,1.000000,1.000000,38.100000,66.000000,12.000000,3.000000,3.000000,5.000000,1.000000,3.000000,3.000000,1.000000,2.000000,1.000000,3.000000,2.000000,5.000000,44.000000,6.000000,2.000000,3.600000,1.000000
11,2.000000,1.000000,39.100000,72.000000,52.000000,2.000000,0.000000,2.000000,1.000000,2.000000,1.000000,2.000000,1.000000,1.000000,0.000000,4.000000,4.000000,50.000000,7.800000,0.000000,0.000000,1.000000
12,1.000000,1.000000,37.200000,42.000000,12.000000,2.000000,1.000000,1.000000,1.000000,3.000000,3.000000,3.000000,3.000000,1.000000,0.000000,4.000000,5.000000,0.000000,7.000000,0.000000,0.000000,1.000000
13,2.000000,9.000000,38.000000,92.000000,28.000000,1.000000,1.000000,2.000000,1.000000,1.000000,3.000000,2.000000,3.000000,0.000000,7.200000,1.000000,1.000000,37.000000,6.100000,1.000000,0.000000,0.000000
14,1.000000,1.000000,38.200000,76.000000,28.000000,3.000000,1.000000,1.000000,1.000000,3.000000,4.000000,1.000000,2.000000,2.000000,0.000000,4.000000,4.000000,46.000000,81.000000,1.000000,2.000000,1.000000
15,1.000000,1.000000,37.600000,96.000000,48.000000,3.000000,1.000000,4.000000,1.000000,5.000000,3.000000,3.000000,2.000000,3.000000,4.500000,4.000000,0.000000,45.000000,6.800000,0.000000,0.000000,0.000000
16,1.000000,9.000000,0.000000,128.000000,36.000000,3.000000,3.000000,4.000000,2.000000,4.000000,4.000000,3.000000,3.000000,0.000000,0.000000,4.000000,5.000000,53.000000,7.800000,3.000000,4.700000,0.000000
17,2.000000,1.000000,37.500000,48.000000,24.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
18,1.000000,1.000000,37.600000,64.000000,21.000000,1.000000,1.000000,2.000000,1.000000,2.000000,3.000000,1.000000,1.000000,1.000000,0.000000,2.000000,5.000000,40.000000,7.000000,1.000000,0.000000,1.000000
